latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-3.9032,105.8269,311.2,1.2,1.1,2024-08-24,0228,Terra,MODIS,47,61.03,288.6,8.2,D,0
-3.9112,105.8154,311.6,1.2,1.1,2024-08-24,0228,Terra,MODIS,46,61.03,288.8,8.1,D,0
-4.278,104.8387,309.2,1.3,1.1,2024-08-24,0228,Terra,MODIS,54,61.03,285.7,6.6,D,0
-4.3589,104.832,314.9,1.3,1.1,2024-08-24,0228,Terra,MODIS,68,61.03,285.8,12.5,D,0
-4.5363,105.0583,308.5,1.3,1.1,2024-08-24,0228,Terra,MODIS,45,61.03,282.7,9.1,D,0
-4.9383,105.7025,315.5,1.1,1.1,2024-08-24,0228,Terra,MODIS,64,61.03,297.8,8.5,D,0
-4.9462,105.6911,335.7,1.1,1.1,2024-08-24,0228,Terra,MODIS,87,61.03,299,36.4,D,0
-4.9477,105.7011,336.2,1.1,1.1,2024-08-24,0228,Terra,MODIS,87,61.03,300.2,37.4,D,0
-5.1374,105.1777,316.5,1.2,1.1,2024-08-24,0228,Terra,MODIS,60,61.03,300,7,D,0
-5.1471,105.1763,317.7,1.2,1.1,2024-08-24,0228,Terra,MODIS,70,61.03,300.1,8.5,D,0
-6.795,111.4396,317.9,1.4,1.2,2024-08-24,0228,Terra,MODIS,61,61.03,303.7,9.1,D,0
-6.5518,108.0945,318.4,1,1,2024-08-24,0228,Terra,MODIS,65,61.03,304.2,5.6,D,0
-8.1188,112.9329,307.7,2,1.4,2024-08-24,0228,Terra,MODIS,42,61.03,292,18.7,D,1
-8.114,112.9418,307.4,2,1.4,2024-08-24,0228,Terra,MODIS,42,61.03,293,17.3,D,1
-7.1931,112.3295,318.4,1.7,1.3,2024-08-24,0228,Terra,MODIS,58,61.03,301.8,12.8,D,0
-6.8791,108.7732,315.2,1,1,2024-08-24,0228,Terra,MODIS,60,61.03,299.1,4.5,D,0
-7.268,111.0234,316.1,1.4,1.2,2024-08-24,0228,Terra,MODIS,61,61.03,300.2,10.6,D,0
-7.2282,110.4319,312.5,1.3,1.1,2024-08-24,0228,Terra,MODIS,49,61.03,299.3,6.5,D,2
-7.0078,107.7454,313.4,1,1,2024-08-24,0228,Terra,MODIS,57,61.03,302,6.4,D,2
-7.5456,110.4412,335.1,1.3,1.1,2024-08-24,0228,Terra,MODIS,87,61.03,295.1,49.1,D,1
-7.5471,110.4525,322.1,1.3,1.1,2024-08-24,0228,Terra,MODIS,76,61.03,294.4,25.8,D,1
-7.0707,106.6484,330.6,1,1,2024-08-24,0228,Terra,MODIS,85,61.03,299.7,25.4,D,0
-6.6097,108.1109,327.9,1,1,2024-08-24,0711,Aqua,MODIS,79,61.03,310.3,10.5,D,0
-6.6616,108.0715,327.6,1,1,2024-08-24,0711,Aqua,MODIS,79,61.03,309.6,12.3,D,0
-6.8132,108.1066,319,1,1,2024-08-24,0711,Aqua,MODIS,55,61.03,306.5,6.5,D,0
-7.042,106.6667,314.8,1,1,2024-08-24,0711,Aqua,MODIS,37,61.03,301.3,5.2,D,0
-7.0407,106.6755,315,1,1,2024-08-24,0711,Aqua,MODIS,45,61.03,301.6,5.6,D,0
-7.0763,106.6172,322.6,1,1,2024-08-24,0711,Aqua,MODIS,74,61.03,302.4,13.3,D,0
-7.075,106.6262,317.1,1,1,2024-08-24,0711,Aqua,MODIS,63,61.03,301.9,7.6,D,0
-7.1854,106.6366,312.5,1,1,2024-08-24,0711,Aqua,MODIS,47,61.03,299.5,5.7,D,0
-7.5455,110.4472,318.7,1.3,1.1,2024-08-24,0711,Aqua,MODIS,47,61.03,298.3,18.2,D,1
-7.7971,111.3312,324.9,1.5,1.2,2024-08-24,0711,Aqua,MODIS,74,61.03,306.3,20.6,D,0
-4.7563,105.6436,320.7,1,1,2024-08-24,0712,Aqua,MODIS,69,61.03,303.6,8.6,D,0
-4.358,105.7102,316.6,1,1,2024-08-24,0712,Aqua,MODIS,40,61.03,301.3,5.7,D,0
-4.46,105.0728,319.4,1.1,1,2024-08-24,0712,Aqua,MODIS,59,61.03,301.1,9.2,D,0
-4.6155,104.4435,315.8,1.1,1.1,2024-08-24,0712,Aqua,MODIS,30,61.03,300.9,6.8,D,0
-4.7475,104.2969,312.8,1.1,1.1,2024-08-24,0712,Aqua,MODIS,23,61.03,294.8,8.3,D,0
-4.7576,105.6346,322.4,1,1,2024-08-24,0712,Aqua,MODIS,72,61.03,303.2,10.1,D,0
-3.9096,105.8203,327.7,1,1,2024-08-24,0712,Aqua,MODIS,81,61.03,304.3,18.7,D,0
-4.9543,105.6755,321.5,1,1,2024-08-24,0712,Aqua,MODIS,66,61.03,300.5,11.3,D,0
-4.953,105.6845,348.6,1,1,2024-08-24,0712,Aqua,MODIS,94,61.03,304.5,52.8,D,0
-4.9518,105.6935,320,1,1,2024-08-24,0712,Aqua,MODIS,33,61.03,304.9,9.3,D,0
-2.8087,106.2166,316.7,1,1,2024-08-24,0712,Aqua,MODIS,35,61.03,297.5,7.3,D,0
-3.103,104.2471,320.5,1.1,1,2024-08-24,0712,Aqua,MODIS,70,61.03,300,12.8,D,0
-2.7842,106.4631,321.7,1,1,2024-08-24,0712,Aqua,MODIS,78,61.03,290.6,13.9,D,0
-2.6835,107.7688,336.4,1.1,1,2024-08-24,0712,Aqua,MODIS,87,61.03,299,33.9,D,0
-2.6821,107.7784,320.4,1.1,1,2024-08-24,0712,Aqua,MODIS,72,61.03,299.2,11.7,D,0
-3.4016,103.0645,317.2,1.3,1.1,2024-08-24,0712,Aqua,MODIS,71,61.03,297.4,12.5,D,0
-2.8153,107.8244,313.1,1.1,1,2024-08-24,0712,Aqua,MODIS,40,61.03,293.8,6.6,D,0
-3.5792,103.8944,322.8,1.2,1.1,2024-08-24,0712,Aqua,MODIS,79,61.03,296.1,17.3,D,0
-3.2061,108.041,313.8,1.1,1,2024-08-24,0712,Aqua,MODIS,59,61.03,296.1,5.8,D,0
-4.0265,103.6409,311.9,1.2,1.1,2024-08-24,0712,Aqua,MODIS,61,61.03,295.3,8.6,D,0
-3.9274,104.6071,315.8,1.1,1,2024-08-24,0712,Aqua,MODIS,59,61.03,299.9,7.8,D,0
-1.7562,105.4677,313.9,1,1,2024-08-24,0713,Aqua,MODIS,59,61.03,293.3,7.9,D,0
-2.8013,103.3988,317.5,1.2,1.1,2024-08-24,0713,Aqua,MODIS,45,61.03,296.6,8.7,D,0
-2.7378,103.3407,323.9,1.2,1.1,2024-08-24,0713,Aqua,MODIS,55,61.03,299.4,15.8,D,0
-2.7394,103.33,331.4,1.2,1.1,2024-08-24,0713,Aqua,MODIS,79,61.03,298.9,28,D,0
-2.6116,103.0785,316.1,1.2,1.1,2024-08-24,0713,Aqua,MODIS,69,61.03,297.5,9.1,D,0
-2.6542,102.787,318.9,1.3,1.1,2024-08-24,0713,Aqua,MODIS,55,61.03,292.9,16.2,D,0
-2.5181,103.5849,317.3,1.2,1.1,2024-08-24,0713,Aqua,MODIS,69,61.03,298.6,10.8,D,0
-2.7998,103.4093,347.1,1.2,1.1,2024-08-24,0713,Aqua,MODIS,94,61.03,301,63,D,0
-2.7983,103.4199,323.9,1.2,1.1,2024-08-24,0713,Aqua,MODIS,79,61.03,299.1,17.5,D,0
-2.7943,103.5158,318.6,1.2,1.1,2024-08-24,0713,Aqua,MODIS,62,61.03,299.2,11.9,D,0
-2.6811,104.8151,328.9,1,1,2024-08-24,0713,Aqua,MODIS,78,61.03,302.4,16.7,D,0
-2.5367,106.5075,329.4,1,1,2024-08-24,0713,Aqua,MODIS,85,61.03,298.8,18.8,D,0
-2.7033,106.3813,319.5,1,1,2024-08-24,0713,Aqua,MODIS,71,61.03,298,9.9,D,0
-2.4967,103.2983,318.7,1.2,1.1,2024-08-24,0713,Aqua,MODIS,73,61.03,297.3,14.4,D,0
-2.316,103.4383,323.9,1.2,1.1,2024-08-24,0713,Aqua,MODIS,79,61.03,299.9,18.5,D,0
-2.3065,103.4369,333.4,1.2,1.1,2024-08-24,0713,Aqua,MODIS,86,61.03,300,32.8,D,0
-2.1247,103.2528,321.3,1.2,1.1,2024-08-24,0713,Aqua,MODIS,68,61.03,296.9,18.1,D,0
-2.58,121.372,315.3,2.9,1.6,2024-08-24,1308,Terra,MODIS,88,61.03,274.8,80.2,N,2
-7.5486,110.4394,306.3,1.7,1.3,2024-08-24,1444,Terra,MODIS,68,61.03,282.9,20.7,N,1
-7.5466,110.453,301.4,1.7,1.3,2024-08-24,1444,Terra,MODIS,41,61.03,282.9,14.3,N,1
-4.7684,104.7497,313.8,1,1,2024-08-24,1445,Terra,MODIS,88,61.03,295.2,10.3,N,0
-6.5028,107.9015,312.6,1.2,1.1,2024-08-24,1445,Terra,MODIS,85,61.03,294.2,13.2,N,0
-4.3178,104.8085,306.2,1,1,2024-08-24,1445,Terra,MODIS,67,61.03,295,4.7,N,0
-4.2761,104.8476,309.9,1,1,2024-08-24,1445,Terra,MODIS,79,61.03,295.1,7.1,N,0
-2.6413,103.3577,304.1,1,1,2024-08-24,1446,Terra,MODIS,59,61.03,291.3,4.1,N,0
-2.6162,103.2736,323.3,1,1,2024-08-24,1446,Terra,MODIS,100,61.03,290.8,21,N,0
-2.6615,103.1449,305.3,1.1,1,2024-08-24,1446,Terra,MODIS,50,61.03,292.6,5.3,N,0
-2.801,103.4015,321.3,1,1,2024-08-24,1446,Terra,MODIS,100,61.03,292.5,18.1,N,0
-2.7998,103.4106,346.4,1,1,2024-08-24,1446,Terra,MODIS,100,61.03,296,55.8,N,0
-2.7985,103.4198,320.4,1,1,2024-08-24,1446,Terra,MODIS,100,61.03,293.2,17.1,N,0
-3.008,103.3026,303.4,1,1,2024-08-24,1446,Terra,MODIS,48,61.03,290.1,4.7,N,0
-3.1595,103.3395,339.2,1,1,2024-08-24,1446,Terra,MODIS,100,61.03,292.7,44.5,N,0
-3.1582,103.3487,326.4,1,1,2024-08-24,1446,Terra,MODIS,100,61.03,292.3,25.4,N,0
-3.1904,103.1797,316.1,1.1,1,2024-08-24,1446,Terra,MODIS,93,61.03,291.4,13.7,N,0
-3.1743,103.4316,304.8,1,1,2024-08-24,1446,Terra,MODIS,62,61.03,291.9,4.8,N,0
-2.9593,106.3507,303.2,1.1,1,2024-08-24,1446,Terra,MODIS,54,61.03,288,3.6,N,0
-3.3369,104.1879,307.1,1,1,2024-08-24,1446,Terra,MODIS,70,61.03,291.7,5.7,N,0
-3.6461,104.2768,306.1,1,1,2024-08-24,1446,Terra,MODIS,67,61.03,292.7,4.8,N,0
-3.9009,105.8149,303,1,1,2024-08-24,1446,Terra,MODIS,16,61.03,287.7,4.4,N,0
-3.9099,105.8162,306,1,1,2024-08-24,1446,Terra,MODIS,22,61.03,289.5,5.8,N,0
-4.1568,104.5119,306.9,1,1,2024-08-24,1446,Terra,MODIS,58,61.03,292.4,6.3,N,0
-4.1556,104.5208,303.5,1,1,2024-08-24,1446,Terra,MODIS,55,61.03,293.1,3.8,N,0
1.5442,124.9007,313.4,1,1,2024-08-25,0128,Terra,MODIS,54,61.03,296.4,5.9,D,0
1.042,120.8238,312.6,1.3,1.1,2024-08-25,0128,Terra,MODIS,39,61.03,292.3,8.9,D,2
-8.3593,120.0312,310.7,1.1,1,2024-08-25,0130,Terra,MODIS,42,61.03,299.9,6.8,D,3
-5.3251,119.4544,319.5,1.3,1.1,2024-08-25,0130,Terra,MODIS,49,61.03,298.8,8.9,D,0
-5.3242,119.4607,325,1.3,1.1,2024-08-25,0130,Terra,MODIS,78,61.03,299.7,17.1,D,0
-9.7214,120.2584,321.4,1,1,2024-08-25,0131,Terra,MODIS,72,61.03,303.6,9.6,D,0
-9.7456,120.3591,320.7,1,1,2024-08-25,0131,Terra,MODIS,71,61.03,303.6,8.4,D,0
-9.588,120.0455,318.9,1.1,1,2024-08-25,0131,Terra,MODIS,66,61.03,302.1,9.1,D,0
-9.6594,120.0293,316.3,1.1,1,2024-08-25,0131,Terra,MODIS,61,61.03,300.8,6.4,D,0
-3.3881,104.5384,319.3,2.3,1.5,2024-08-25,0307,Terra,MODIS,75,61.03,292.6,36.1,D,0
-2.8053,103.4106,315.9,1.8,1.3,2024-08-25,0307,Terra,MODIS,73,61.03,297.4,18.1,D,0
-2.7969,103.4175,327.2,1.8,1.3,2024-08-25,0307,Terra,MODIS,83,61.03,298.5,45.4,D,0
-4.7221,103.309,309.1,1.9,1.3,2024-08-25,0308,Terra,MODIS,39,61.03,294.5,11.1,D,0
-4.6369,104.4907,312.6,2.3,1.5,2024-08-25,0308,Terra,MODIS,63,61.03,295.7,20.1,D,0
-10.097,120.5596,333.9,1.1,1,2024-08-25,0612,Aqua,MODIS,85,61.03,300.6,30.3,D,0
-9.8591,123.78,333,1.1,1,2024-08-25,0612,Aqua,MODIS,84,61.03,303.9,23.3,D,0
-10.0452,120.2087,323.1,1.1,1,2024-08-25,0612,Aqua,MODIS,65,61.03,306.2,12.9,D,0
-10.0729,120.7304,332.9,1.1,1,2024-08-25,0612,Aqua,MODIS,80,61.03,305.8,21.3,D,0
-9.4516,124.0314,318.8,1.1,1.1,2024-08-25,0613,Aqua,MODIS,71,61.03,298.3,8.5,D,0
-9.8418,120.3472,324,1.1,1,2024-08-25,0613,Aqua,MODIS,60,61.03,306,9.4,D,0
-9.8909,120.4491,318.2,1.1,1,2024-08-25,0613,Aqua,MODIS,52,61.03,302.4,7,D,0
-7.6071,111.642,316.1,4.3,1.9,2024-08-25,0613,Aqua,MODIS,53,61.03,294.6,57,D,0
-8.4369,118.0963,327.6,1.4,1.2,2024-08-25,0613,Aqua,MODIS,75,61.03,303.4,19.3,D,0
-8.6724,118.0842,323.2,1.4,1.2,2024-08-25,0613,Aqua,MODIS,31,61.03,304,20,D,0
-8.6717,118.4688,324,1.3,1.1,2024-08-25,0613,Aqua,MODIS,65,61.03,305.8,11.8,D,0
-7.7163,126.1046,314.2,1.6,1.2,2024-08-25,0613,Aqua,MODIS,0,61.03,298.4,11.3,D,0
-8.6154,120.2872,312.3,1.1,1,2024-08-25,0613,Aqua,MODIS,54,61.03,296.1,7.2,D,0
-8.4809,121.9428,323.8,1,1,2024-08-25,0613,Aqua,MODIS,54,61.03,305.8,8.8,D,0
-8.3782,123.5055,325.2,1.1,1,2024-08-25,0613,Aqua,MODIS,69,61.03,305.8,13.1,D,0
-8.5405,122.5338,320.4,1,1,2024-08-25,0613,Aqua,MODIS,56,61.03,302.5,8.8,D,0
-8.3517,123.9815,333.2,1.1,1.1,2024-08-25,0613,Aqua,MODIS,80,61.03,303.6,27.4,D,0
-8.3597,124.1184,321.6,1.2,1.1,2024-08-25,0613,Aqua,MODIS,0,61.03,296.2,12.5,D,0
-8.5081,123.5565,336.5,1.1,1,2024-08-25,0613,Aqua,MODIS,87,61.03,301.2,34,D,0
-8.5066,123.5666,322.4,1.1,1,2024-08-25,0613,Aqua,MODIS,65,61.03,302,13.2,D,0
-9.5896,120.1721,325.1,1.1,1,2024-08-25,0613,Aqua,MODIS,70,61.03,302.1,13.1,D,0
-9.7367,119.7807,318.7,1.1,1.1,2024-08-25,0613,Aqua,MODIS,61,61.03,299.6,13.3,D,0
-3.246,116.2207,312.4,1.6,1.2,2024-08-25,0614,Aqua,MODIS,26,61.03,294.8,12,D,2
0.6837,117.5551,309,1.2,1.1,2024-08-25,0615,Aqua,MODIS,37,61.03,287.7,7.1,D,2
3.5051,116.6163,326.9,1.2,1.1,2024-08-25,0616,Aqua,MODIS,83,61.03,292.3,24.4,D,0
3.5686,116.7138,314.8,1.2,1.1,2024-08-25,0616,Aqua,MODIS,72,61.03,290.9,9.7,D,0
3.5239,116.7416,309.9,1.2,1.1,2024-08-25,0616,Aqua,MODIS,57,61.03,291.3,4.7,D,0
3.5112,116.7223,309.9,1.2,1.1,2024-08-25,0616,Aqua,MODIS,54,61.03,291.5,5,D,0
3.4792,116.6696,318.1,1.2,1.1,2024-08-25,0616,Aqua,MODIS,75,61.03,290.4,13.4,D,0
3.2014,116.5065,332.7,1.2,1.1,2024-08-25,0616,Aqua,MODIS,87,61.03,290.8,37.5,D,0
3.203,116.5173,311.3,1.2,1.1,2024-08-25,0616,Aqua,MODIS,66,61.03,289.8,7.7,D,0
0.7595,109.6458,308.3,4.5,2,2024-08-25,0616,Aqua,MODIS,55,61.03,278.4,47.9,D,0
0.7572,109.6539,310.6,4.5,2,2024-08-25,0616,Aqua,MODIS,52,61.03,280.4,60.8,D,0
-4.9737,105.6664,311.9,3.8,1.8,2024-08-25,0752,Aqua,MODIS,40,61.03,294.5,35.9,D,0
-2.7138,102.861,312.2,2.5,1.5,2024-08-25,0753,Aqua,MODIS,55,61.03,289.1,25.1,D,0
-2.8021,103.4047,318.1,2.8,1.6,2024-08-25,0753,Aqua,MODIS,66,61.03,296.5,36.9,D,0
-2.6898,103.068,314.6,2.6,1.5,2024-08-25,0753,Aqua,MODIS,61,61.03,288.8,30.9,D,0
-5.3624,119.5619,316.3,1,1,2024-08-25,1347,Terra,MODIS,93,61.03,282.8,14.7,N,0
-5.3636,119.5531,320.1,1,1,2024-08-25,1347,Terra,MODIS,100,61.03,285.9,18.1,N,0
-5.3316,119.4582,301.1,1,1,2024-08-25,1347,Terra,MODIS,30,61.03,279,5.5,N,0
-2.2118,115.5002,304.1,1.3,1.2,2024-08-25,1348,Terra,MODIS,59,61.03,292.1,6.2,N,2
-2.1603,115.5835,306,1.3,1.1,2024-08-25,1348,Terra,MODIS,66,61.03,291.7,7.9,N,2
-1.8971,115.8602,302.2,1.3,1.1,2024-08-25,1348,Terra,MODIS,47,61.03,289.7,4.4,N,2
-3.036,115.1592,312.7,1.5,1.2,2024-08-25,1348,Terra,MODIS,85,61.03,287.3,19.1,N,0
-2.7962,103.4157,300.4,3.6,1.8,2024-08-25,1526,Terra,MODIS,24,61.03,287.9,24.1,N,0
0.6823,117.5656,303.4,1.2,1.1,2024-08-25,1835,Aqua,MODIS,55,61.03,290,5.6,N,2
-3.1544,113.7792,303.6,1,1,2024-08-25,1836,Aqua,MODIS,56,61.03,292.5,4.8,N,0
-3.0276,115.1597,300.2,1,1,2024-08-25,1836,Aqua,MODIS,22,61.03,282.6,4.2,N,0
-7.5382,110.4449,309,1.2,1.1,2024-08-25,1838,Aqua,MODIS,76,61.03,283.6,15.2,N,1
-8.1135,112.9269,307.3,1,1,2024-08-25,1838,Aqua,MODIS,71,61.03,281.2,11.2,N,1
-7.5105,138.5897,308.6,1.1,1.1,2024-08-26,0032,Terra,MODIS,50,61.03,292.3,5.2,D,0
-0.4444,116.2643,311.5,1.2,1.1,2024-08-26,0208,Terra,MODIS,0,61.03,288.4,6.2,D,0
1.9275,117.7642,310.4,1.5,1.2,2024-08-26,0208,Terra,MODIS,64,61.03,288.5,8.6,D,0
-2.1606,115.5861,321.9,1.2,1.1,2024-08-26,0209,Terra,MODIS,65,61.03,295.5,14.2,D,2
-2.211,115.4984,313.6,1.2,1.1,2024-08-26,0209,Terra,MODIS,28,61.03,294.9,6.7,D,2
-3.0316,115.1621,313.6,1.2,1.1,2024-08-26,0209,Terra,MODIS,45,61.03,293.4,8.7,D,0
-7.3351,112.5578,326.9,1,1,2024-08-26,0210,Terra,MODIS,75,61.03,304.8,12.6,D,0
-7.0126,110.0373,320.6,1.1,1,2024-08-26,0210,Terra,MODIS,67,61.03,300.6,11.4,D,0
-7.2577,111.0741,317.1,1,1,2024-08-26,0210,Terra,MODIS,58,61.03,301.3,5.4,D,0
-8.2224,117.9309,307,2.2,1.4,2024-08-26,0210,Terra,MODIS,30,61.03,292.1,17.5,D,0
-7.7503,114.2092,326.8,1.2,1.1,2024-08-26,0210,Terra,MODIS,77,61.03,302.5,17.8,D,0
-7.7517,114.2195,319.6,1.2,1.1,2024-08-26,0210,Terra,MODIS,65,61.03,302.1,8.4,D,2
-7.4897,112.1601,315.6,1,1,2024-08-26,0210,Terra,MODIS,37,61.03,301,5.9,D,0
-7.4234,111.3916,314.5,1,1,2024-08-26,0210,Terra,MODIS,46,61.03,299,6.1,D,0
-7.4247,111.4005,315.7,1,1,2024-08-26,0210,Terra,MODIS,54,61.03,299.3,6.9,D,0
-7.8789,114.3333,317.1,1.2,1.1,2024-08-26,0210,Terra,MODIS,44,61.03,301.7,9.9,D,0
-9.4555,119.3496,314.4,2.9,1.6,2024-08-26,0211,Terra,MODIS,51,61.03,301.5,26.9,D,0
-9.4523,119.3231,314.6,2.9,1.6,2024-08-26,0211,Terra,MODIS,38,61.03,301.8,27.1,D,0
-8.2134,112.4516,318.6,1,1,2024-08-26,0211,Terra,MODIS,71,61.03,301.8,7.8,D,0
-8.2561,113.2051,316,1.1,1,2024-08-26,0211,Terra,MODIS,67,61.03,298.5,8.5,D,0
-8.2548,113.1957,313.5,1.1,1,2024-08-26,0211,Terra,MODIS,61,61.03,298.6,6.2,D,0
-8.2319,113.2917,313.6,1.1,1,2024-08-26,0211,Terra,MODIS,62,61.03,299,5.9,D,0
-8.8033,117.871,321,2.2,1.4,2024-08-26,0211,Terra,MODIS,70,61.03,304.2,21.7,D,0
-8.1164,112.9301,315.1,1,1,2024-08-26,0211,Terra,MODIS,66,61.03,295.3,13.3,D,1
-8.0656,113.2883,316,1.1,1,2024-08-26,0211,Terra,MODIS,69,61.03,298.8,7.5,D,0
-7.8337,111.987,318.2,1,1,2024-08-26,0211,Terra,MODIS,69,61.03,301,6.7,D,0
-7.5444,110.4507,310.7,1.1,1,2024-08-26,0211,Terra,MODIS,29,61.03,291,7.8,D,1
-7.543,110.4412,323.4,1.1,1,2024-08-26,0211,Terra,MODIS,77,61.03,292.4,19.8,D,1
-7.8621,112.7004,317,1,1,2024-08-26,0211,Terra,MODIS,68,61.03,299.5,7.6,D,2
-7.5655,111.2861,315.5,1,1,2024-08-26,0211,Terra,MODIS,61,61.03,300.9,5.5,D,0
-7.5752,111.5389,326.6,1,1,2024-08-26,0211,Terra,MODIS,79,61.03,301.2,17.2,D,2
-7.7459,112.9184,320.8,1,1,2024-08-26,0211,Terra,MODIS,62,61.03,302.3,8.9,D,0
-8.2049,117.9903,321.6,2.2,1.4,2024-08-26,0653,Aqua,MODIS,29,61.03,308.8,33.5,D,0
-8.4819,118.454,324,2.4,1.5,2024-08-26,0653,Aqua,MODIS,62,61.03,307.7,26.4,D,0
-8.5406,118.5067,332,2.4,1.5,2024-08-26,0653,Aqua,MODIS,83,61.03,308.7,67.3,D,0
-8.3176,118.1091,323.6,2.2,1.5,2024-08-26,0653,Aqua,MODIS,64,61.03,302.1,40.8,D,0
-7.2643,111.2824,321.6,1,1,2024-08-26,0654,Aqua,MODIS,37,61.03,303.5,8.2,D,0
-7.2754,111.3929,328.5,1,1,2024-08-26,0654,Aqua,MODIS,73,61.03,305.9,14.5,D,0
-7.9324,111.5758,318.3,1,1,2024-08-26,0654,Aqua,MODIS,45,61.03,300.2,4.6,D,0
-8.1124,112.923,317.6,1,1,2024-08-26,0654,Aqua,MODIS,52,61.03,294.9,12.7,D,1
-8.3042,112.1912,320.9,1,1,2024-08-26,0654,Aqua,MODIS,64,61.03,298.4,8.6,D,0
-8.1433,113.3387,318.8,1.1,1,2024-08-26,0654,Aqua,MODIS,67,61.03,298.7,8.5,D,0
-8.1418,113.3484,331,1.1,1,2024-08-26,0654,Aqua,MODIS,82,61.03,300.2,24,D,0
-8.0129,114.2673,324,1.2,1.1,2024-08-26,0654,Aqua,MODIS,76,61.03,306.3,20.7,D,0
-7.0468,109.0092,319.9,1.2,1.1,2024-08-26,0654,Aqua,MODIS,71,61.03,300.7,9.1,D,0
-7.0099,107.7453,317.2,1.4,1.2,2024-08-26,0654,Aqua,MODIS,59,61.03,301.9,12.1,D,2
-6.6038,108.0938,334.9,1.3,1.1,2024-08-26,0654,Aqua,MODIS,86,61.03,305.3,34.1,D,0
-6.8081,111.9445,326.3,1,1,2024-08-26,0654,Aqua,MODIS,62,61.03,305.1,10,D,0
-6.9331,112.4758,325.2,1,1,2024-08-26,0654,Aqua,MODIS,60,61.03,305.7,9.8,D,0
-7.1509,111.4322,321.1,1,1,2024-08-26,0654,Aqua,MODIS,49,61.03,301.7,5.9,D,0
-1.6649,110.4676,346.2,1,1,2024-08-26,0655,Aqua,MODIS,94,61.03,293.9,48.2,D,0
-1.6724,110.5408,330.9,1,1,2024-08-26,0655,Aqua,MODIS,85,61.03,289.7,25,D,0
-1.685,110.5944,337.1,1,1,2024-08-26,0655,Aqua,MODIS,89,61.03,291.1,34.6,D,0
-1.7177,110.6804,334.3,1,1,2024-08-26,0655,Aqua,MODIS,81,61.03,293.4,26.3,D,0
-1.7572,110.5959,347.2,1,1,2024-08-26,0655,Aqua,MODIS,89,61.03,289.4,50.7,D,0
-1.7559,110.6047,336.6,1,1,2024-08-26,0655,Aqua,MODIS,89,61.03,290.8,32.3,D,0
-2.8023,103.4096,313.8,2.5,1.5,2024-08-26,0655,Aqua,MODIS,54,61.03,292.7,27.8,D,0
-2.4446,106.0592,314.6,1.6,1.2,2024-08-26,0655,Aqua,MODIS,49,61.03,296,12.6,D,0
-1.8767,110.5445,356.7,1,1,2024-08-26,0655,Aqua,MODIS,93,61.03,288.8,73.1,D,0
-1.8639,110.6328,310.8,1,1,2024-08-26,0655,Aqua,MODIS,57,61.03,289.3,6.1,D,0
-1.8982,110.5837,338,1,1,2024-08-26,0655,Aqua,MODIS,90,61.03,285.2,35.9,D,0
-1.8956,110.6013,310.4,1,1,2024-08-26,0655,Aqua,MODIS,39,61.03,287.7,5.5,D,0
-1.8943,110.6102,312.9,1,1,2024-08-26,0655,Aqua,MODIS,65,61.03,287.7,7.8,D,0
-1.8852,110.7352,326.3,1,1,2024-08-26,0655,Aqua,MODIS,82,61.03,283.6,20.4,D,0
-1.9566,110.4302,311.6,1,1,2024-08-26,0655,Aqua,MODIS,55,61.03,288.7,4.7,D,0
-1.9553,110.439,317.6,1,1,2024-08-26,0655,Aqua,MODIS,73,61.03,287.3,9.9,D,0
-1.9181,110.7581,312.8,1,1,2024-08-26,0655,Aqua,MODIS,65,61.03,283.9,9.5,D,0
-1.9168,110.767,317.2,1,1,2024-08-26,0655,Aqua,MODIS,72,61.03,283.1,13.1,D,0
-1.9707,110.5909,329,1,1,2024-08-26,0655,Aqua,MODIS,84,61.03,286.7,23.1,D,0
-2.0064,110.4071,310.8,1,1,2024-08-26,0655,Aqua,MODIS,37,61.03,288.9,4.7,D,0
-3.0083,103.541,312.2,2.5,1.5,2024-08-26,0655,Aqua,MODIS,58,61.03,293,20.9,D,0
-3.0052,103.5628,312.2,2.5,1.5,2024-08-26,0655,Aqua,MODIS,58,61.03,292.9,20.9,D,0
-2.978,103.7554,318,2.4,1.5,2024-08-26,0655,Aqua,MODIS,71,61.03,293.9,35.7,D,0
-2.0177,110.4537,312.5,1,1,2024-08-26,0655,Aqua,MODIS,53,61.03,290.7,6.1,D,0
-2.0645,110.5212,324.7,1,1,2024-08-26,0655,Aqua,MODIS,80,61.03,292.6,16.9,D,0
-3.0539,104.4238,315.1,2.1,1.4,2024-08-26,0655,Aqua,MODIS,36,61.03,297.4,19.4,D,0
-2.7872,106.3909,317.4,1.5,1.2,2024-08-26,0655,Aqua,MODIS,34,61.03,292.3,16.4,D,0
-3.1033,104.2568,313.2,2.2,1.4,2024-08-26,0655,Aqua,MODIS,59,61.03,293,20.4,D,0
-3.0208,105.3992,317.5,1.8,1.3,2024-08-26,0655,Aqua,MODIS,69,61.03,299.7,22.7,D,0
-3.0186,105.4148,316.5,1.8,1.3,2024-08-26,0655,Aqua,MODIS,68,61.03,298.7,20.6,D,0
-3.1606,104.8491,314.8,2,1.4,2024-08-26,0655,Aqua,MODIS,58,61.03,295.4,16.4,D,0
